sub,POA,token,syll_dur,v_dur,vot,Av,Ahi,max23,HiDiff,F23Diff
12,1,3,0.419,0.339,0.08,22,-2.3,4.5,24.3,17.5
1,2,136,0.1119,0.067,0.0449,29.7,17.3,12.1,12.4,17.6
1,3,229,0.1039,0.0675,0.0364,30.3,5.6,12.7,24.7,17.6
5,2,924,0.314,0.223,0.091,31.1,3.9,13.5,27.2,17.6
9,3,1446,0.361,0.304,0.057,44,12.7,26.4,31.3,17.6
10,2,1560,0.251,0.194,0.057,27,9.4,9.4,17.6,17.6
11,3,95,0.473,0.384,0.089,36.5,9.5,18.9,27,17.6
11,3,106,0.451,0.388,0.063,35.3,4.9,17.7,30.4,17.6
8,1,1213,0.356,0.29,0.066,38.6,7,20.9,31.6,17.7
9,3,1465,0.15,0.116,0.034,44.8,13.5,27.1,31.3,17.7
1,3,225,0.0957,0.0672,0.0285,30.7,0.2,12.9,30.5,17.8
4,3,749,0.1893,0.1481,0.0412,29.5,7.2,11.7,22.3,17.8
9,1,1357,0.56,0.49,0.07,34.3,19,16.5,15.3,17.8
10,1,1493,0.301,0.223,0.078,29.8,6.9,12,22.9,17.8
12,2,95,0.313,0.254,0.059,21,-2,3.1,23,17.9
12,3,135,0.246,0.201,0.045,30.4,-3.7,12.5,34.1,17.9
12,3,138,0.259,0.206,0.053,27.5,-6.4,9.6,33.9,17.9
5,2,923,0.2925,0.2093,0.0832,31.3,3.7,13.3,27.6,18
8,3,1329,0.235,0.169,0.066,46.3,11.3,28.3,35,18
9,1,1353,0.445,0.376,0.069,32.4,13.1,14.4,19.3,18
9,3,1440,0.474,0.409,0.065,42.3,10.7,24.3,31.6,18
10,2,1544,0.327,0.245,0.082,29.4,15.6,11.4,13.8,18
1,2,85,0.5102,0.3947,0.1155,26.3,3,8.2,23.3,18.1
2,1,251,0.513,0.365,0.148,31.8,5.6,13.7,26.2,18.1
2,2,307,0.554,0.422,0.132,32.2,8.7,14.1,23.5,18.1
2,2,343,0.163,0.106,0.057,22.8,-0.7,4.7,23.5,18.1
5,3,1009,0.223,0.163,0.06,35.9,1.4,17.8,34.5,18.1
10,1,1488,0.291,0.205,0.086,28.5,14.2,10.4,14.3,18.1
1,3,202,0.0885,0.0524,0.0361,30,-0.4,11.8,30.4,18.2
4,3,755,0.1825,0.1,0.0825,33.3,6.4,15.1,26.9,18.2
10,2,1561,0.258,0.174,0.084,28.6,7.6,10.4,21,18.2
10,2,1592,0.115,0.092,0.023,25.7,7,7.5,18.7,18.2
2,2,301,0.469,0.348,0.121,31.6,6.9,13.3,24.7,18.3
2,2,320,0.342,0.261,0.081,26.8,-0.08,8.5,26.88,18.3
5,2,952,0.1306,0.0751,0.0555,25.6,1.9,7.3,23.7,18.3
5,3,1008,0.396,0.288,0.108,31.9,-0.5,13.6,32.4,18.3
12,1,22,0.404,0.338,0.066,21.3,-4.6,3,25.9,18.3
12,2,69,0.39,0.317,0.073,22.9,-2.9,4.6,25.8,18.3
1,3,216,0.0883,0.0634,0.0249,31.3,-2.9,12.9,34.2,18.4
2,3,380,0.277,0.202,0.075,37,3.6,18.6,33.4,18.4
5,3,1006,0.384,0.298,0.086,37.7,7,19.3,30.7,18.4
5,3,1007,0.368,0.288,0.08,34.7,4.3,16.3,30.4,18.4
9,2,1398,0.459,0.375,0.084,35.7,21.4,17.3,14.3,18.4
12,3,110,0.386,0.319,0.067,25.5,-5.2,7.1,30.7,18.4
1,1,2,0.4809,0.3313,0.1496,29.5,1.3,11,28.2,18.5
1,1,11,0.2684,0.188,0.0804,28.2,0.7,9.7,27.5,18.5
3,3,541,0.339,0.305,0.034,44.6,9.5,26.1,35.1,18.5
7,2,1158,0.079,0.07,0.009,34.1,15.5,15.6,18.6,18.5
10,2,1582,0.145,0.114,0.031,25,3.7,6.5,21.3,18.5
6,3,8,0.279,0.234,0.045,39.6,10.3,21.1,29.3,18.5
12,3,132,0.233,0.212,0.021,34.7,4.3,16.2,30.4,18.5
1,2,121,0.0749,0.0517,0.0232,32.1,17.7,13.5,14.4,18.6
1,2,127,0.0856,0.0633,0.0223,29,6.4,10.4,22.6,18.6
2,2,312,0.255,0.143,0.112,30.6,-1.3,12,31.9,18.6
2,2,342,0.172,0.129,0.043,24.1,1.3,5.5,22.8,18.6
5,2,927,0.2943,0.2151,0.0792,26.9,0,8.3,26.9,18.6
5,2,966,0.1182,0.0624,0.0558,23.5,3.5,4.9,20,18.6
7,3,1182,0.2,0.166,0.034,36.7,12.8,18.1,23.9,18.6
9,1,1358,0.389,0.316,0.073,35.6,18.6,17,17,18.6
10,2,1540,0.347,0.293,0.054,29.9,13.7,11.3,16.2,18.6
12,1,1,0.464,0.393,0.071,24.2,1.9,5.6,22.3,18.6
1,2,91,0.3449,0.2668,0.0781,28.9,-2.8,10.2,31.7,18.7
1,3,161,0.5073,0.384,0.1233,29.4,8.4,10.7,21,18.7
2,2,322,0.355,0.242,0.113,25.6,-2.2,6.9,27.8,18.7
3,3,537,0.449,0.394,0.055,40.7,7.4,22,33.3,18.7
3,3,539,0.465,0.428,0.037,45.8,5.4,27.1,40.4,18.7
5,2,929,0.2956,0.2106,0.085,31.6,8.6,12.9,23,18.7
5,3,1013,0.282,0.214,0.068,31.1,-5.4,12.4,36.5,18.7
8,3,1340,0.166,0.112,0.054,44.6,3.6,25.9,41,18.7
2,2,333,0.13,0.086,0.044,23.4,10.3,4.6,13.1,18.8
2,3,388,0.151,0.108,0.043,36.9,6.8,18.1,30.1,18.8
4,3,796,0.1443,0.111,0.0333,39,3.7,20.2,35.3,18.8
5,2,955,0.22,0.1495,0.0705,30,11.9,11.2,18.1,18.8
7,1,1067,0.464,0.39,0.074,28.4,13.3,9.6,15.1,18.8
10,1,1494,0.289,0.222,0.067,30.5,-3,11.7,33.5,18.8
10,2,1547,0.36,0.263,0.097,31.6,16.4,12.8,15.2,18.8
10,2,1570,0.161,0.126,0.035,28.8,9.1,10,19.7,18.8
11,3,126,0.171,0.132,0.039,43,9.4,24.2,33.6,18.8
12,1,2,0.46,0.392,0.068,22.3,1.1,3.5,21.2,18.8
12,3,108,0.439,0.389,0.05,25.3,-7,6.5,32.3,18.8
1,2,82,0.5424,0.4231,0.1193,26.8,4.2,7.9,22.6,18.9
1,3,179,0.1689,0.1143,0.0546,27.4,-7.7,8.5,35.1,18.9
2,3,385,0.149,0.108,0.041,40.2,2.3,21.3,37.9,18.9
3,2,475,0.443,0.389,0.054,39.8,21.5,20.9,18.3,18.9
3,3,558,0.221,0.187,0.034,43.8,16.1,24.9,27.7,18.9
4,3,743,0.1874,0.154,0.0334,34.5,11.3,15.6,23.2,18.9
4,3,794,0.106,0.065,0.041,36.5,5.9,17.6,30.6,18.9
5,2,978,0.1118,0.07,0.0418,24.7,2.6,5.8,22.1,18.9
8,3,1352,0.198,0.144,0.054,46.5,7.7,27.6,38.8,18.9
10,1,1480,0.356,0.279,0.077,27.2,5.9,8.3,21.3,18.9
6,3,48,0.074,0.057,0.017,37.2,5.1,18.3,32.1,18.9
12,1,12,0.344,0.298,0.046,23.7,-4.2,4.8,27.9,18.9
12,1,23,0.402,0.36,0.042,19.6,-9.7,0.7,29.3,18.9
12,3,114,0.364,0.295,0.069,30.2,-0.07,11.3,30.27,18.9
1,3,210,0.0991,0.0595,0.0396,28.8,-2.9,9.8,31.7,19
3,3,543,0.316,0.275,0.041,41.2,10.2,22.2,31,19
11,3,93,0.479,0.395,0.084,39.9,10.8,20.9,29.1,19
1,2,79,0.4741,0.3353,0.1388,33.2,12.9,14.1,20.3,19.1
1,2,92,0.3356,0.2828,0.0528,27.7,12,8.6,15.7,19.1
1,3,230,0.1048,0.0737,0.0311,30.1,0.5,11,29.6,19.1
2,2,309,0.415,0.291,0.124,28.4,4.5,9.3,23.9,19.1
4,3,808,0.0776,0.056,0.0216,35.3,2.6,16.2,32.7,19.1
7,1,1076,0.299,0.252,0.047,26.1,2.7,7,23.4,19.1
7,1,1077,0.297,0.245,0.052,30.9,3.9,11.8,27,19.1
8,2,1271,0.404,0.323,0.081,41.2,16.7,22.1,24.5,19.1
8,3,1333,0.2,0.141,0.059,46.7,12.3,27.6,34.4,19.1
9,1,1359,0.415,0.336,0.079,34.8,11.8,15.7,23,19.1
10,2,1550,0.3,0.221,0.079,27.4,12.7,8.3,14.7,19.1
6,2,125,0.087,0.077,0.01,31.3,13.4,12.2,17.9,19.1
11,3,138,0.189,0.15,0.039,43.6,8.2,24.5,35.4,19.1
1,3,219,0.0838,0.061,0.0228,32.3,5.8,13.1,26.5,19.2
2,2,299,0.406,0.305,0.101,35.7,12.5,16.5,23.2,19.2
2,3,377,0.27,0.204,0.066,31,1.9,11.8,29.1,19.2
7,3,1181,0.171,0.152,0.019,37.4,15.3,18.2,22.1,19.2
8,2,1298,0.12,0.103,0.017,42.3,21.9,23.1,20.4,19.2
10,1,1496,0.266,0.195,0.071,31,4.5,11.8,26.5,19.2
10,2,1552,0.274,0.214,0.06,25.4,12,6.2,13.4,19.2
11,3,113,0.358,0.301,0.057,35.6,2.1,16.4,33.5,19.2
12,3,115,0.337,0.283,0.054,27.3,-5.6,8.1,32.9,19.2
1,2,86,0.4402,0.3338,0.1064,29,0.9,9.7,28.1,19.3
1,3,189,0.1761,0.1176,0.0585,27.1,-4.7,7.8,31.8,19.3
2,3,393,0.126,0.104,0.022,33.5,7.5,14.2,26,19.3
4,2,730,0.0651,0.0515,0.0136,40.4,11.3,21.1,29.1,19.3
5,2,963,0.1208,0.0858,0.035,29.8,6.6,10.5,23.2,19.3
7,3,1184,0.147,0.127,0.02,35.3,17.9,16,17.4,19.3
12,2,79,0.296,0.239,0.057,27.1,6.3,7.8,20.8,19.3
1,3,211,0.0783,0.0571,0.0212,31.4,-3.4,12,34.8,19.4
2,1,276,0.177,0.137,0.04,19.2,-5.8,-0.2,25,19.4
2,3,366,0.313,0.203,0.11,32.8,6.7,13.4,26.1,19.4
3,3,547,0.328,0.281,0.047,42.4,12.6,23,29.8,19.4
5,2,941,0.1627,0.0853,0.0774,27.4,4,8,23.4,19.4
12,2,73,0.393,0.334,0.059,20.2,0.5,0.8,19.7,19.4
1,1,26,0.1275,0.0956,0.0319,25.1,-1.3,5.6,26.4,19.5
1,3,227,0.0948,0.0661,0.0287,29.1,-0.05,9.6,29.15,19.5
1,3,235,0.145,0.0915,0.0535,30.3,-11.2,10.8,41.5,19.5
5,2,942,0.1684,0.0913,0.0771,28.7,4.1,9.2,24.6,19.5
5,2,959,0.1118,0.0689,0.0429,28,4.5,8.5,23.5,19.5
12,2,74,0.398,0.354,0.044,25.2,-2.8,5.7,28,19.5
1,3,224,0.0871,0.0587,0.0284,28.2,-1.5,8.6,29.7,19.6
2,2,303,0.451,0.311,0.14,27.4,5.9,7.8,21.5,19.6
2,3,359,0.425,0.302,0.123,35.6,7,16,28.6,19.6
4,2,729,0.0847,0.0485,0.0362,39.1,12.4,19.5,26.7,19.6
4,3,763,0.1383,0.104,0.0343,32,2.1,12.4,29.9,19.6
11,3,114,0.358,0.295,0.063,36.6,9.1,17,27.5,19.6
11,3,123,0.163,0.126,0.037,41.3,11.8,21.7,29.5,19.6
1,2,96,0.3907,0.3261,0.0646,27.9,4.5,8.2,23.4,19.7
2,3,387,0.146,0.108,0.038,37.3,8.7,17.6,28.6,19.7
3,2,476,0.423,0.371,0.052,38.7,18.6,19,20.1,19.7
4,3,791,0.0926,0.0575,0.0351,36.2,4.3,16.5,31.9,19.7
5,2,964,0.1181,0.0627,0.0554,26.2,4.4,6.5,21.8,19.7
7,3,1195,0.116,0.086,0.03,33.8,10.9,14.1,22.9,19.7
11,1,14,0.504,0.418,0.086,24.2,2.3,4.5,21.9,19.7
11,3,96,0.473,0.377,0.096,36.1,8,16.4,28.1,19.7
1,1,15,0.2799,0.1859,0.094,26.9,0.03,7.1,26.87,19.8
1,3,212,0.0997,0.0644,0.0353,29.9,-3.5,10.1,33.4,19.8
2,1,293,0.107,0.096,0.011,17.1,-16.2,-2.7,33.3,19.8
5,2,970,0.1223,0.0677,0.0546,26,-0.3,6.2,26.3,19.8
5,2,972,0.1129,0.067,0.0459,26.2,0.1,6.4,26.1,19.8
9,3,1464,0.143,0.106,0.037,46.3,1.8,26.5,44.5,19.8
10,1,1491,0.328,0.256,0.072,29.4,1.4,9.6,28,19.8
11,3,100,0.434,0.365,0.069,39.1,8.8,19.3,30.3,19.8
11,3,124,0.169,0.136,0.033,40.8,13.5,21,27.3,19.8
11,3,139,0.18,0.144,0.036,42.3,9.8,22.5,32.5,19.8
1,3,169,0.1846,0.1511,0.0335,30.9,-2.1,11,33,19.9
1,3,184,0.1165,0.078,0.0385,31.6,-4,11.7,35.6,19.9
3,2,473,0.45,0.398,0.052,43.8,23.8,23.9,20,19.9
3,2,474,0.47,0.403,0.067,42.4,24.5,22.5,17.9,19.9
4,3,742,0.2197,0.1785,0.0412,34.1,8.5,14.2,25.6,19.9
8,2,1300,0.109,0.087,0.022,39.6,25,19.7,14.6,19.9
10,1,1492,0.291,0.221,0.07,29.6,0.2,9.7,29.4,19.9
10,2,1573,0.204,0.13,0.074,29.8,6.6,9.9,23.2,19.9
6,3,7,0.278,0.23,0.048,45,12.2,25.1,32.8,19.9
1,1,6,0.4475,0.3417,0.1058,29.6,13.7,9.6,15.9,20
2,3,365,0.324,0.238,0.086,30.8,1,10.8,29.8,20
4,2,673,0.1297,0.1078,0.0219,18.5,3.2,-1.5,15.3,20
5,3,1000,0.404,0.283,0.121,35.2,-3.6,15.2,38.8,20
5,3,1029,0.118,0.068,0.05,35.7,0.1,15.7,35.6,20
10,2,1580,0.099,0.075,0.024,30.2,6.5,10.2,23.7,20
6,3,44,0.071,0.047,0.024,43,8.3,23,34.7,20
12,2,76,0.326,0.244,0.082,34.7,11.7,14.7,23,20
1,2,83,0.5203,0.4067,0.1136,27.5,3.5,7.4,24,20.1
2,2,340,0.2,0.15,0.05,21.8,2.9,1.7,18.9,20.1
2,3,389,0.166,0.112,0.054,36.3,2.2,16.2,34.1,20.1
5,2,961,0.1061,0.0661,0.04,28.1,2.6,8,25.5,20.1
5,3,1026,0.139,0.07,0.069,32.4,-5.8,12.3,38.2,20.1
12,2,94,0.308,0.257,0.051,24.8,0.07,4.7,24.73,20.1
1,3,207,0.1058,0.071,0.0348,33.1,4.4,12.9,28.7,20.2
2,1,258,0.113,0.105,0.008,17.7,-17.6,-2.5,35.3,20.2
2,2,321,0.287,0.213,0.074,30.7,-0.5,10.5,31.2,20.2
4,3,744,0.2021,0.167,0.0351,33.2,8.1,13,25.1,20.2
4,3,793,0.0884,0.0651,0.0233,35.9,3.8,15.7,32.1,20.2
8,1,1225,0.295,0.223,0.072,43.4,11.8,23.2,31.6,20.2
10,2,1579,0.104,0.08,0.024,30.8,11.6,10.6,19.2,20.2
11,3,121,0.155,0.12,0.035,44.9,8.6,24.7,36.3,20.2
12,3,134,0.27,0.226,0.044,29.7,-3.3,9.5,33,20.2
1,1,64,0.0669,0.0488,0.0181,22.2,-2.4,1.9,24.6,20.3
2,3,364,0.444,0.321,0.123,34.4,3.7,14.1,30.7,20.3
2,3,382,0.284,0.207,0.077,36.6,2.9,16.3,33.7,20.3
4,3,776,0.1026,0.0734,0.0292,39.3,6.1,19,33.2,20.3
5,2,981,0.0738,0.0243,0.0495,35,12.2,14.7,22.8,20.3
1,3,232,0.1645,0.1245,0.04,31.6,0.9,11.2,30.7,20.4
3,3,548,0.326,0.279,0.047,47.6,16,27.2,31.6,20.4
4,3,757,0.152,0.1167,0.0353,32.5,5.6,12.1,26.9,20.4
10,1,1481,0.319,0.251,0.068,28.2,10.8,7.8,17.4,20.4
10,2,1588,0.159,0.119,0.04,24.3,5.6,3.9,18.7,20.4
11,3,128,0.175,0.131,0.044,43.8,9.3,23.4,34.5,20.4
1,1,24,0.1479,0.125,0.0229,24.5,-3.6,4,28.1,20.5
4,2,736,0.0823,0.0426,0.0397,36.4,22.9,15.9,13.5,20.5
4,3,770,0.1275,0.0892,0.0383,29.6,2.8,9.1,26.8,20.5
4,3,778,0.1101,0.0776,0.0325,36.1,3.8,15.6,32.3,20.5
5,2,937,0.1591,0.0752,0.0839,26,3.8,5.5,22.2,20.5
9,3,1463,0.16,0.124,0.036,47.5,16.9,27,30.6,20.5
12,1,21,0.382,0.336,0.046,21,-7.7,0.5,28.7,20.5
12,2,70,0.421,0.341,0.08,22.8,-1.4,2.3,24.2,20.5
12,2,92,0.321,0.277,0.044,27.2,4.2,6.7,23,20.5
1,3,163,0.4438,0.36,0.0838,31.9,3.3,11.3,28.6,20.6
3,3,559,0.225,0.198,0.027,45.1,6.4,24.5,38.7,20.6
4,3,797,0.1869,0.0918,0.0951,38.8,10.3,18.2,28.5,20.6
10,2,1549,0.345,0.272,0.073,28,9.7,7.4,18.3,20.6
11,2,54,0.395,0.333,0.062,33.1,13,12.5,20.1,20.6
11,3,103,0.418,0.35,0.068,38.9,5.3,18.3,33.6,20.6
12,3,136,0.258,0.206,0.052,29.2,-4.2,8.6,33.4,20.6
1,1,35,0.1441,0.1027,0.0414,26.6,-2.9,5.9,29.5,20.7
1,2,84,0.5068,0.3962,0.1106,26.2,-4.1,5.5,30.3,20.7
1,3,201,0.1773,0.1399,0.0374,31.1,-5.7,10.4,36.8,20.7
5,2,935,0.1646,0.1044,0.0602,29,4.5,8.3,24.5,20.7
5,2,965,0.119,0.0723,0.0467,28,5.2,7.3,22.8,20.7
7,2,1131,0.473,0.428,0.045,33.2,24.6,12.5,8.6,20.7
8,3,1339,0.165,0.119,0.046,44.5,7.8,23.8,36.7,20.7
10,1,1476,0.329,0.243,0.086,32.9,11.1,12.2,21.8,20.7
10,2,1543,0.349,0.266,0.083,33.1,15.6,12.4,17.5,20.7
11,2,65,0.392,0.309,0.083,31,9.6,10.3,21.4,20.7
3,3,535,0.486,0.439,0.047,47.4,11.5,26.6,35.9,20.8
5,3,1018,0.246,0.169,0.077,31.7,1.5,10.9,30.2,20.8
8,1,1220,0.336,0.277,0.059,41.3,6.5,20.5,34.8,20.8
9,1,1368,0.308,0.25,0.058,35.3,9.5,14.5,25.8,20.8
9,3,1467,0.144,0.11,0.034,46.8,11.9,26,34.9,20.8
12,2,65,0.37,0.325,0.045,27.7,2.9,6.9,24.8,20.8
12,3,131,0.226,0.191,0.035,29.8,-0.2,9,30,20.8
1,1,9,0.2821,0.1565,0.1256,29.8,3.4,8.9,26.4,20.9
7,2,1156,0.074,0.054,0.02,31.6,18,10.7,13.6,20.9
7,3,1191,0.173,0.15,0.023,37.7,14.6,16.8,23.1,20.9
10,1,1487,0.393,0.323,0.07,26.5,0.8,5.6,25.7,20.9
6,3,31,0.146,0.117,0.029,43.6,10,22.7,33.6,20.9
11,2,71,0.377,0.307,0.07,30.2,0.8,9.3,29.4,20.9
12,2,75,0.392,0.33,0.062,20.9,1.6,-0.08,19.3,20.98
1,1,10,0.2816,0.181,0.1006,31.4,8.1,10.4,23.3,21
1,1,20,0.1737,0.0976,0.0761,34.9,5.3,13.9,29.6,21
1,3,172,0.1803,0.1405,0.0398,29.3,-3.5,8.3,32.8,21
4,3,759,0.1334,0.0657,0.0677,33.2,3.8,12.2,29.4,21
5,2,930,0.2878,0.21,0.0778,30.7,6.7,9.7,24,21
9,1,1355,0.538,0.442,0.096,34.3,14.6,13.3,19.7,21
10,1,1490,0.304,0.235,0.069,27.3,2.5,6.3,24.8,21
6,3,10,0.211,0.166,0.045,42.7,10.3,21.7,32.4,21
1,2,107,0.1519,0.1089,0.043,27.7,14,6.6,13.7,21.1
1,3,168,0.2244,0.167,0.0574,33.3,-3.7,12.2,37,21.1
5,1,868,0.2159,0.1585,0.0574,32.9,-5.8,11.8,38.7,21.1
5,3,1031,0.123,0.084,0.039,35.8,-6.4,14.7,42.2,21.1
7,1,1069,0.475,0.451,0.024,30,6.4,8.9,23.6,21.1
9,3,1475,0.156,0.13,0.026,45.6,10,24.5,35.6,21.1
6,3,18,0.196,0.175,0.021,48.1,21.2,27,26.9,21.1
11,3,127,0.174,0.133,0.041,43.2,9.1,22.1,34.1,21.1
2,2,335,0.157,0.105,0.052,29.3,2.3,8.1,27,21.2
8,1,1221,0.315,0.268,0.047,39.8,7.9,18.6,31.9,21.2
6,3,2,0.256,0.203,0.053,43,10.7,21.8,32.3,21.2
1,1,16,0.2861,0.2009,0.0852,28.7,0.9,7.4,27.8,21.3
1,2,88,0.3865,0.3033,0.0832,30.9,1.1,9.6,29.8,21.3
4,3,806,0.111,0.0993,0.0117,27.9,-16.1,6.6,44,21.3
5,2,950,0.149,0.0938,0.0552,28.3,6.4,7,21.9,21.3
7,1,1117,0.132,0.115,0.017,27.8,-3.1,6.5,30.9,21.3
7,3,1192,0.106,0.083,0.023,38.7,13.9,17.4,24.8,21.3
10,1,1483,0.373,0.312,0.061,26.9,7.8,5.6,19.1,21.3
11,2,62,0.481,0.394,0.087,31.6,8.4,10.3,23.2,21.3
11,3,132,0.187,0.147,0.04,42.9,11.2,21.6,31.7,21.3
11,3,136,0.193,0.155,0.038,45.5,10.5,24.2,35,21.3
1,3,234,0.1444,0.1123,0.0321,30.8,-10.2,9.4,41,21.4
7,3,1187,0.158,0.137,0.021,38.7,10.7,17.3,28,21.4
8,3,1342,0.157,0.124,0.033,45.5,3.7,24.1,41.8,21.4
10,1,1485,0.361,0.282,0.079,26.2,3.1,4.8,23.1,21.4
11,1,15,0.498,0.414,0.084,25.1,4.6,3.7,20.5,21.4
7,1,1064,0.479,0.425,0.054,32.5,1.2,11,31.3,21.5
10,2,1576,0.166,0.133,0.033,26.8,6.4,5.3,20.4,21.5
1,2,104,0.1427,0.1185,0.0242,29.7,6,8.1,23.7,21.6
1,3,221,0.0975,0.0724,0.0251,31.6,0.008,10,31.592,21.6
1,3,237,0.1254,0.0892,0.0362,30.3,-11,8.7,41.3,21.6
2,3,355,0.368,0.274,0.094,39.5,11.4,17.9,28.1,21.6
11,3,97,0.433,0.354,0.079,38.6,9.3,17,29.3,21.6
12,2,72,0.414,0.36,0.054,25.4,-2.7,3.8,28.1,21.6
12,3,133,0.249,0.205,0.044,34.2,0.6,12.6,33.6,21.6
1,2,122,0.0964,0.0762,0.0202,36.6,18.7,14.9,17.9,21.7
1,3,177,0.1863,0.1495,0.0368,31.1,-5.7,9.4,36.8,21.7
1,3,188,0.1753,0.1339,0.0414,32.8,-9.2,11.1,42,21.7
1,3,236,0.1281,0.0931,0.035,29.4,-8.7,7.7,38.1,21.7
2,2,323,0.348,0.272,0.076,26.3,3.3,4.6,23,21.7
3,2,496,0.306,0.263,0.043,45.8,20.7,24.1,25.1,21.7
4,1,575,0.254,0.2312,0.0228,30.8,2.7,9.1,28.1,21.7
4,3,774,0.0909,0.0684,0.0225,45.6,8,23.9,37.6,21.7
5,2,947,0.1654,0.0845,0.0809,27.1,6.1,5.4,21,21.7
5,3,1002,0.373,0.298,0.075,34.8,-0.8,13.1,35.6,21.7
5,3,1023,0.121,0.074,0.047,34.3,3,12.6,31.3,21.7
7,1,1070,0.455,0.414,0.041,31.9,6.1,10.2,25.8,21.7
10,2,1551,0.341,0.261,0.08,28.9,8.2,7.2,20.7,21.7
11,2,52,0.399,0.333,0.066,33.9,11.7,12.2,22.2,21.7
12,1,18,0.288,0.245,0.043,21.4,-8.8,-0.3,30.2,21.7
1,3,199,0.1633,0.1053,0.058,27.4,-9.6,5.6,37,21.8
2,2,308,0.451,0.33,0.121,34.1,7.7,12.3,26.4,21.8
3,3,533,0.529,0.465,0.064,49.5,14.1,27.7,35.4,21.8
4,2,735,0.0834,0.042,0.0414,33.4,19,11.6,14.4,21.8
4,3,773,0.0792,0.0617,0.0175,39.3,0.9,17.5,38.4,21.8
7,1,1071,0.421,0.386,0.035,30.9,6.6,9.1,24.3,21.8
7,3,1196,0.126,0.082,0.044,30.9,8.2,9.1,22.7,21.8
10,2,1577,0.166,0.14,0.026,28,7.4,6.2,20.6,21.8
12,1,48,0.182,0.14,0.042,23.7,-7.7,1.9,31.4,21.8
12,2,96,0.301,0.234,0.067,23.1,-10,1.3,33.1,21.8
1,1,71,0.0724,0.0538,0.0186,29.7,0.7,7.8,29,21.9
1,2,114,0.1354,0.1102,0.0252,30.4,4.7,8.5,25.7,21.9
2,3,396,0.128,0.066,0.062,46.2,8.2,24.3,38,21.9
3,3,538,0.446,0.388,0.058,44.1,10.5,22.2,33.6,21.9
4,1,572,0.1924,0.1693,0.0231,35.2,3.6,13.3,31.6,21.9
4,2,699,0.0728,0.0527,0.0201,33.1,18,11.2,15.1,21.9
9,1,1361,0.284,0.213,0.071,37.5,10.3,15.6,27.2,21.9
9,3,1462,0.148,0.122,0.026,45.8,11.1,23.9,34.7,21.9
11,3,129,0.169,0.136,0.033,42.9,8.1,21,34.8,21.9
12,2,81,0.277,0.238,0.039,27.8,7.6,5.9,20.2,21.9
4,3,807,0.0909,0.0626,0.0283,40.4,2.2,18.4,38.2,22
5,3,1032,0.125,0.074,0.051,32.4,-3.9,10.4,36.3,22
7,1,1104,0.125,0.108,0.017,30.7,-10.2,8.7,40.9,22
8,1,1239,0.101,0.068,0.033,45.3,8.3,23.3,37,22
10,2,1574,0.174,0.134,0.04,29.1,11.4,7.1,17.7,22
11,3,102,0.431,0.356,0.075,41.4,5,19.4,36.4,22
11,3,110,0.372,0.306,0.066,38.6,1.6,16.6,37,22
11,3,122,0.171,0.129,0.042,48.6,10.7,26.6,37.9,22
12,3,137,0.276,0.23,0.046,30.8,-7.7,8.8,38.5,22
1,3,165,0.4649,0.359,0.1059,30.6,-4.8,8.5,35.4,22.1
10,2,1541,0.35,0.275,0.075,31.8,13,9.7,18.8,22.1
11,2,63,0.424,0.349,0.075,32.2,9.1,10.1,23.1,22.1
11,3,104,0.537,0.468,0.069,37.2,2.3,15.1,34.9,22.1
11,3,118,0.346,0.276,0.07,39.5,5.9,17.4,33.6,22.1
11,3,134,0.188,0.149,0.039,43.1,7.8,21,35.3,22.1
12,2,64,0.283,0.206,0.077,29.7,3.6,7.6,26.1,22.1
1,1,12,0.2592,0.1758,0.0834,30,-3.7,7.8,33.7,22.2
1,2,110,0.1527,0.1131,0.0396,28.1,11.2,5.9,16.9,22.2
1,3,233,0.1193,0.0659,0.0534,29.8,-5.1,7.6,34.9,22.2
2,2,344,0.168,0.135,0.033,23,5,0.8,18,22.2
2,3,357,0.434,0.308,0.126,36.7,6.4,14.5,30.3,22.2
2,3,368,0.279,0.183,0.096,34.2,0.2,12,34,22.2
5,2,976,0.1065,0.0679,0.0386,25.2,2.2,3,23,22.2
8,2,1297,0.097,0.08,0.017,38.8,20.2,16.6,18.6,22.2
10,1,1507,0.167,0.13,0.037,30.7,-4.4,8.5,35.1,22.2
1,1,4,0.374,0.3017,0.0723,29.9,-1.8,7.6,31.7,22.3
1,2,81,0.4521,0.3675,0.0846,30.8,-0.2,8.5,31,22.3
2,3,374,0.26,0.179,0.081,41.1,6.1,18.8,35,22.3
5,2,974,0.1193,0.0674,0.0519,25.4,3.7,3.1,21.7,22.3
7,1,1073,0.434,0.403,0.031,28.9,1.9,6.6,27,22.3
10,1,1498,0.28,0.205,0.075,29.9,2.7,7.6,27.2,22.3
11,2,72,0.363,0.299,0.064,31.2,11.8,8.9,19.4,22.3
12,2,87,0.333,0.289,0.044,27,-0.04,4.7,27.04,22.3
1,2,102,0.1473,0.1187,0.0286,32.1,8.6,9.7,23.5,22.4
9,1,1364,0.309,0.259,0.05,37.9,10,15.5,27.9,22.4
12,1,10,0.374,0.325,0.049,22.6,-2.3,0.2,24.9,22.4
12,2,66,0.412,0.361,0.051,24.4,-1.6,2,26,22.4
2,3,360,0.407,0.281,0.126,35.9,9.7,13.4,26.2,22.5
2,3,370,0.262,0.168,0.094,39.4,4.7,16.9,34.7,22.5
