sub,POA,token,syll_dur,v_dur,vot,Av,Ahi,max23,HiDiff,F23Diff
1,2,146,0.1207,0.094,0.0267,31.5,12.6,4.7,18.9,26.8
3,1,418,0.336,0.267,0.069,46.1,15.3,19.3,30.8,26.8
3,2,488,0.369,0.324,0.045,43.8,21.6,17,22.2,26.8
4,2,711,0.0865,0.064,0.0225,32.2,15.7,5.4,16.5,26.8
4,2,725,0.0811,0.0586,0.0225,45.4,15.5,18.6,29.9,26.8
5,1,821,0.351,0.28,0.071,38.6,10.2,11.8,28.4,26.8
5,3,1051,0.09,0.056,0.034,34.7,-13,7.9,47.7,26.8
7,3,1198,0.12,0.087,0.033,33.4,2.7,6.6,30.7,26.8
12,1,24,0.308,0.262,0.046,19.8,-13.7,-7,33.5,26.8
12,1,30,0.192,0.166,0.026,28,-11.5,1.2,39.5,26.8
12,2,60,0.349,0.306,0.043,25.2,-3.2,-1.6,28.4,26.8
4,2,697,0.0728,0.0462,0.0266,36.8,12.6,9.9,24.2,26.9
4,3,790,0.1101,0.0609,0.0492,32.2,-6.5,5.3,38.7,26.9
5,3,1019,0.266,0.18,0.086,36.1,-2,9.2,38.1,26.9
7,2,1133,0.163,0.125,0.038,38.5,24.3,11.6,14.2,26.9
8,2,1278,0.341,0.263,0.078,41.4,19.4,14.5,22,26.9
11,1,12,0.428,0.358,0.07,29.8,3.1,2.9,26.7,26.9
11,2,50,0.44,0.362,0.078,37.8,13.9,10.9,23.9,26.9
11,2,73,0.36,0.297,0.063,33.3,7.3,6.4,26,26.9
1,2,115,0.1531,0.1182,0.0349,28.3,4.1,1.3,24.2,27
4,2,652,0.2394,0.1825,0.0569,33.5,3.9,6.5,29.6,27
4,2,656,0.2346,0.1505,0.0841,35.7,5.8,8.7,29.9,27
4,3,814,0.053,0.04,0.013,24.5,-6.8,-2.5,31.3,27
7,1,1084,0.318,0.303,0.015,29.2,5.3,2.2,23.9,27
8,1,1263,0.11,0.091,0.019,42.5,4.1,15.5,38.4,27
1,1,29,0.1698,0.1186,0.0512,28,-8.4,0.9,36.4,27.1
1,1,51,0.0663,0.049,0.0173,26.5,-6.8,-0.6,33.3,27.1
1,3,215,0.0981,0.0762,0.0219,32.3,2.2,5.2,30.1,27.1
2,3,398,0.131,0.084,0.047,42.1,7,15,35.1,27.1
4,3,741,0.1766,0.1471,0.0295,36,1,8.9,35,27.1
5,3,1004,0.384,0.295,0.089,37.3,-4.7,10.2,42,27.1
7,2,1139,0.122,0.106,0.016,30.3,23.7,3.2,6.6,27.1
8,2,1273,0.365,0.291,0.074,45,20.5,17.9,24.5,27.1
8,2,1290,0.207,0.147,0.06,41.6,28.8,14.5,12.8,27.1
10,1,1502,0.267,0.204,0.063,28,2.8,0.9,25.2,27.1
10,1,1508,0.129,0.116,0.013,31.8,-13,4.7,44.8,27.1
11,1,2,0.392,0.318,0.074,30.2,3.1,3.1,27.1,27.1
1,3,186,0.1279,0.0994,0.0285,31.2,-13.8,4,45,27.2
3,2,510,0.317,0.293,0.024,41.3,15.6,14.1,25.7,27.2
4,1,571,0.1893,0.163,0.0263,38.9,1,11.7,37.9,27.2
5,1,822,0.37,0.299,0.071,40.3,7.6,13.1,32.7,27.2
7,1,1105,0.127,0.109,0.018,32.2,-8,5,40.2,27.2
8,2,1272,0.346,0.272,0.074,42.9,20.8,15.7,22.1,27.2
1,2,135,0.0992,0.0723,0.0269,32.7,14.3,5.4,18.4,27.3
1,3,192,0.1672,0.1228,0.0444,30.4,-10.5,3.1,40.9,27.3
1,3,209,0.1032,0.0767,0.0265,33.9,-7.2,6.6,41.1,27.3
5,1,817,0.384,0.306,0.078,38.3,7.4,11,30.9,27.3
5,3,1022,0.133,0.07,0.063,37.8,0.1,10.5,37.7,27.3
11,3,115,0.36,0.303,0.057,40.9,4.9,13.6,36,27.3
1,1,1,0.496,0.331,0.165,37.2,10.1,9.8,27.1,27.4
1,2,133,0.1029,0.0804,0.0225,35.6,13.5,8.2,22.1,27.4
1,2,149,0.1113,0.0677,0.0436,32.3,15.7,4.9,16.6,27.4
8,2,1280,0.214,0.147,0.067,42.7,21.2,15.3,21.5,27.4
10,2,1585,0.099,0.086,0.013,30.3,3.8,2.9,26.5,27.4
6,3,42,0.118,0.096,0.022,46.6,10.6,19.2,36,27.4
4,1,597,0.0857,0.0761,0.0096,32.9,-6.1,5.4,39,27.5
4,3,753,0.1648,0.1275,0.0373,36.7,12.1,9.2,24.6,27.5
5,1,862,0.141,0.0983,0.0427,33.5,-0.9,6,34.4,27.5
9,2,1409,0.142,0.088,0.054,40.2,15.8,12.7,24.4,27.5
12,1,35,0.151,0.111,0.04,29.7,-6.9,2.2,36.6,27.5
12,2,59,0.439,0.402,0.037,22.7,-4.3,-4.8,27,27.5
1,3,160,0.4562,0.3623,0.0939,35.1,6.3,7.5,28.8,27.6
3,3,556,0.224,0.195,0.029,42.9,8.9,15.3,34,27.6
8,2,1289,0.204,0.156,0.048,42.8,19.7,15.2,23.1,27.6
11,1,13,0.547,0.455,0.092,28.2,2.9,0.6,25.3,27.6
1,1,69,0.0576,0.0392,0.0184,29.6,1.2,1.9,28.4,27.7
1,2,137,0.1131,0.0819,0.0312,34.5,13.8,6.8,20.7,27.7
5,3,1053,0.099,0.07,0.029,33.6,-9.9,5.9,43.5,27.7
7,2,1149,0.085,0.073,0.012,36.8,16.5,9.1,20.3,27.7
8,1,1236,0.247,0.228,0.019,45.3,10.7,17.6,34.6,27.7
6,3,47,0.078,0.063,0.015,41.6,15.4,13.9,26.2,27.7
12,1,39,0.178,0.16,0.018,28.3,-3.6,0.6,31.9,27.7
1,2,158,0.1725,0.1478,0.0247,33.6,9.6,5.8,24,27.8
2,1,271,0.124,0.111,0.013,18.3,-10.3,-9.5,28.6,27.8
2,1,272,0.155,0.129,0.026,21.5,-9.2,-6.3,30.7,27.8
5,2,939,0.1611,0.0881,0.073,27.9,7.5,0.1,20.4,27.8
6,3,29,0.164,0.129,0.035,46.2,15.6,18.4,30.6,27.8
11,2,59,0.396,0.322,0.074,32.4,7,4.6,25.4,27.8
2,2,339,0.195,0.147,0.048,27.8,0.9,-0.1,26.9,27.9
9,1,1380,0.13,0.077,0.053,41.5,6.4,13.6,35.1,27.9
11,1,4,0.362,0.291,0.071,31.3,3.8,3.4,27.5,27.9
11,2,69,0.385,0.287,0.098,29.3,2.5,1.4,26.8,27.9
12,1,46,0.162,0.143,0.019,26.2,-6.7,-1.7,32.9,27.9
3,1,406,0.443,0.378,0.065,39.8,8.8,11.8,31,28
4,2,701,0.0812,0.0604,0.0208,36.9,10.1,8.9,26.8,28
9,1,1367,0.251,0.206,0.045,38.3,3.5,10.3,34.8,28
6,2,104,0.215,0.199,0.016,43.1,7,15.1,36.1,28
1,2,140,0.1028,0.0808,0.022,35.2,13.5,7.1,21.7,28.1
1,2,142,0.106,0.072,0.034,34,10.6,5.9,23.4,28.1
3,2,486,0.37,0.332,0.038,45.6,17.1,17.5,28.5,28.1
4,2,680,0.1096,0.0853,0.0243,37.2,7.7,9.1,29.5,28.1
4,2,712,0.074,0.0598,0.0142,33.7,7.6,5.6,26.1,28.1
5,2,982,0.0829,0.0466,0.0363,39.7,13,11.6,26.7,28.1
7,1,1075,0.294,0.262,0.032,31.8,2.6,3.7,29.2,28.1
7,1,1123,0.117,0.1,0.017,26.1,-6.7,-2,32.8,28.1
7,2,1143,0.121,0.097,0.024,29.4,17.8,1.3,11.6,28.1
10,2,1589,0.172,0.134,0.038,24.2,-0.9,-3.9,25.1,28.1
11,1,18,0.429,0.345,0.084,26.8,-2.2,-1.3,29,28.1
2,1,275,0.142,0.128,0.014,14.1,-17.2,-14.1,31.3,28.2
4,1,561,0.228,0.166,0.062,35.2,13.9,7,21.3,28.2
4,2,667,0.1303,0.0817,0.0486,34.3,-5.3,6.1,39.6,28.2
4,3,805,0.0575,0.049,0.0085,32.2,-7.9,4,40.1,28.2
7,1,1083,0.366,0.336,0.03,30.1,-1.2,1.9,31.3,28.2
8,1,1233,0.252,0.211,0.041,43.2,3,15,40.2,28.2
10,2,1564,0.261,0.185,0.076,33.4,7.4,5.2,26,28.2
1,3,196,0.1501,0.1152,0.0349,29.4,-10,1.1,39.4,28.3
2,1,263,0.109,0.097,0.012,20.3,-11.8,-8,32.1,28.3
5,2,999,0.0905,0.0402,0.0503,35.1,7,6.8,28.1,28.3
7,3,1208,0.153,0.118,0.035,36.2,-0.9,7.9,37.1,28.3
9,2,1406,0.15,0.112,0.038,43.9,19.3,15.6,24.6,28.3
1,3,200,0.1805,0.1331,0.0474,28.4,-14,0.05,42.4,28.35
1,1,58,0.0732,0.0577,0.0155,28.2,-1.6,-0.2,29.8,28.4
3,1,407,0.414,0.359,0.055,43.4,10.5,15,32.9,28.4
4,2,703,0.1,0.0734,0.0266,34,5.4,5.6,28.6,28.4
5,1,839,0.2221,0.1653,0.0568,37,-10.1,8.6,47.1,28.4
7,3,1203,0.115,0.082,0.033,33.6,-2.3,5.2,35.9,28.4
8,2,1286,0.2,0.139,0.061,39.5,27.2,11.1,12.3,28.4
10,1,1504,0.181,0.145,0.036,31.4,-1.8,3,33.2,28.4
1,1,67,0.0649,0.0475,0.0174,30,-5.1,1.5,35.1,28.5
1,2,153,0.1266,0.0914,0.0352,37.1,13.1,8.6,24,28.5
3,2,484,0.353,0.31,0.043,46.9,23.6,18.4,23.3,28.5
3,3,534,0.502,0.43,0.072,49.4,9,20.9,40.4,28.5
4,1,605,0.1173,0.104,0.0133,23.2,-11.4,-5.3,34.6,28.5
4,2,661,0.224,0.1671,0.0569,34.9,6.6,6.4,28.3,28.5
4,2,664,0.2074,0.154,0.0534,36.5,-3,8,39.5,28.5
4,2,732,0.0693,0.0462,0.0231,36.7,17.4,8.2,19.3,28.5
4,3,795,0.116,0.0809,0.0351,33,-4.2,4.5,37.2,28.5
5,1,816,0.36,0.284,0.076,38.2,4.1,9.7,34.1,28.5
10,1,1518,0.08,0.047,0.033,36.8,4.7,8.3,32.1,28.5
1,3,167,0.2278,0.1296,0.0982,33.4,-1.9,4.8,35.3,28.6
5,1,824,0.362,0.271,0.091,41.1,11.1,12.5,30,28.6
7,1,1098,0.208,0.196,0.012,28.1,-2,-0.5,30.1,28.6
7,1,1115,0.106,0.089,0.017,29.2,-3.1,0.6,32.3,28.6
7,2,1147,0.1,0.087,0.013,38.8,20.1,10.2,18.7,28.6
8,2,1279,0.347,0.277,0.07,43.2,22.6,14.6,20.6,28.6
11,2,53,0.397,0.336,0.061,35.5,11.4,6.9,24.1,28.6
12,1,32,0.189,0.162,0.027,25.7,-11.5,-2.9,37.2,28.6
1,3,180,0.2224,0.185,0.0374,32.1,-6.5,3.4,38.6,28.7
4,2,724,0.0764,0.0515,0.0249,43.4,18.4,14.7,25,28.7
5,1,819,0.377,0.292,0.085,36.7,4.7,8,32,28.7
5,3,1050,0.092,0.057,0.035,33,-6.5,4.3,39.5,28.7
8,1,1235,0.257,0.237,0.02,45.9,6.6,17.2,39.3,28.7
8,2,1284,0.212,0.141,0.071,41.3,24.1,12.6,17.2,28.7
8,2,1294,0.397,0.317,0.08,42.7,28.1,14,14.6,28.7
11,2,51,0.434,0.363,0.071,37.9,14,9.2,23.9,28.7
1,1,27,0.1451,0.1189,0.0262,25.7,-11.1,-3.1,36.8,28.8
3,1,452,0.173,0.157,0.016,42.3,3.3,13.5,39,28.8
4,1,611,0.0994,0.0888,0.0106,31.8,-4,3,35.8,28.8
4,2,737,0.0841,0.0408,0.0433,38.7,15.5,9.9,23.2,28.8
4,2,738,0.0811,0.0515,0.0296,40.9,16.3,12.1,24.6,28.8
5,3,1058,0.068,0.044,0.024,37.4,0.8,8.6,36.6,28.8
8,1,1243,0.088,0.073,0.015,44.8,3.7,16,41.1,28.8
8,1,1245,0.089,0.073,0.016,43.1,6.5,14.3,36.6,28.8
11,2,56,0.376,0.315,0.061,34.7,9.7,5.9,25,28.8
3,1,411,0.382,0.33,0.052,38.7,4.2,9.8,34.5,28.9
3,3,555,0.197,0.17,0.027,45.1,10.7,16.2,34.4,28.9
5,3,1034,0.109,0.058,0.051,35.9,-6.5,7,42.4,28.9
7,2,1141,0.152,0.124,0.028,32.7,18.9,3.8,13.8,28.9
7,2,1164,0.078,0.066,0.012,35.1,19.7,6.2,15.4,28.9
8,2,1270,0.39,0.333,0.057,42,17.2,13.1,24.8,28.9
8,2,1287,0.201,0.146,0.055,42.3,27.9,13.4,14.4,28.9
6,3,11,0.218,0.179,0.039,47.3,8.4,18.4,38.9,28.9
6,3,45,0.081,0.064,0.017,46,6.7,17.1,39.3,28.9
3,3,551,0.217,0.19,0.027,45.9,9.7,16.9,36.2,29
4,2,696,0.09,0.0657,0.0243,34.8,9.1,5.8,25.7,29
8,1,1223,0.333,0.28,0.053,46.5,6.1,17.5,40.4,29
9,1,1377,0.108,0.095,0.013,43.3,-11.6,14.3,54.9,29
10,1,1525,0.086,0.077,0.009,37.8,3.7,8.8,34.1,29
6,2,117,0.152,0.134,0.018,47.8,4.7,18.8,43.1,29
6,2,123,0.099,0.085,0.014,38.1,9.1,9.1,29,29
12,1,43,0.172,0.151,0.021,27.3,-9.7,-1.7,37,29
2,1,245,0.467,0.319,0.148,32.9,-1.6,3.8,34.5,29.1
2,1,268,0.128,0.115,0.013,21.2,-7,-7.9,28.2,29.1
4,3,784,0.0943,0.0692,0.0251,34.5,-10.7,5.4,45.2,29.1
7,2,1145,0.136,0.112,0.024,32.5,19.7,3.4,12.8,29.1
8,2,1291,0.202,0.146,0.056,42.9,20.3,13.8,22.6,29.1
11,2,84,0.177,0.133,0.044,38.7,14.4,9.6,24.3,29.1
3,2,483,0.322,0.289,0.033,45.9,21.2,16.7,24.7,29.2
7,1,1088,0.202,0.192,0.01,27.4,-1.4,-1.8,28.8,29.2
7,1,1111,0.118,0.1,0.018,28.3,-3.5,-0.9,31.8,29.2
7,2,1151,0.089,0.074,0.015,35.8,21.4,6.6,14.4,29.2
10,1,1529,0.106,0.086,0.02,36,-4.2,6.8,40.2,29.2
12,1,49,0.14,0.12,0.02,26,-7,-3.2,33,29.2
1,1,59,0.0622,0.048,0.0142,29.5,-12.8,0.2,42.3,29.3
1,2,132,0.1261,0.0916,0.0345,36,12.7,6.7,23.3,29.3
3,2,472,0.409,0.372,0.037,41.2,24.7,11.9,16.5,29.3
4,1,564,0.1912,0.1725,0.0187,36.4,1.3,7.1,35.1,29.3
5,1,826,0.2342,0.1774,0.0568,40.2,-10.4,10.9,50.6,29.3
7,2,1165,0.089,0.072,0.017,36.8,21.2,7.5,15.6,29.3
8,1,1251,0.102,0.086,0.016,43.9,8.3,14.6,35.6,29.3
8,2,1276,0.354,0.275,0.079,45.7,25.6,16.4,20.1,29.3
8,2,1303,0.127,0.101,0.026,41,21.5,11.7,19.5,29.3
8,2,1305,0.142,0.118,0.024,40.8,19.4,11.5,21.4,29.3
10,2,1572,0.166,0.125,0.041,29.4,2.2,0.1,27.2,29.3
11,1,11,0.394,0.316,0.078,32.1,6.1,2.8,26,29.3
11,2,58,0.383,0.314,0.069,34.3,11.5,5,22.8,29.3
1,1,70,0.0729,0.0562,0.0167,31.4,1.5,2,29.9,29.4
1,2,116,0.1661,0.1249,0.0412,29.1,8.6,-0.3,20.5,29.4
1,2,154,0.0929,0.0659,0.027,26.8,9,-2.6,17.8,29.4
3,1,412,0.372,0.306,0.066,41,9.1,11.6,31.9,29.4
4,2,653,0.2595,0.1588,0.1007,33.1,2.9,3.7,30.2,29.4
4,2,727,0.0622,0.0539,0.0083,39.4,9.3,10,30.1,29.4
7,1,1065,0.458,0.442,0.016,36.3,3.9,6.9,32.4,29.4
7,1,1097,0.207,0.19,0.017,31.7,-9.3,2.3,41,29.4
9,1,1365,0.357,0.321,0.036,39.7,-1.4,10.3,41.1,29.4
6,3,27,0.197,0.144,0.053,38.1,8.8,8.7,29.3,29.4
12,3,139,0.241,0.192,0.049,34.1,-9.2,4.7,43.3,29.4
1,1,36,0.1423,0.1139,0.0284,26.7,-3.3,-2.8,30,29.5
1,2,157,0.0983,0.0669,0.0314,31.5,8.5,2,23,29.5
2,1,252,0.47,0.369,0.101,32.4,-3,2.9,35.4,29.5
2,2,347,0.157,0.138,0.019,30.6,1.1,1.1,29.5,29.5
4,2,740,0.1048,0.0865,0.0183,39.6,17.4,10.1,22.2,29.5
5,1,833,0.2149,0.1525,0.0624,38.4,-8.3,8.9,46.7,29.5
7,1,1122,0.122,0.105,0.017,28.4,-7,-1.1,35.4,29.5
7,1,1124,0.135,0.117,0.018,25.9,-9.2,-3.6,35.1,29.5
12,2,62,0.401,0.351,0.05,26.7,-3.8,-2.8,30.5,29.5
2,2,331,0.109,0.087,0.022,28.6,10.5,-1,18.1,29.6
4,2,655,0.2406,0.1777,0.0629,32.5,6.5,2.9,26,29.6
5,3,1052,0.087,0.054,0.033,32.4,-10.2,2.8,42.6,29.6
8,1,1227,0.277,0.241,0.036,44.5,4.2,14.9,40.3,29.6
9,1,1360,0.287,0.242,0.045,41.9,5.4,12.3,36.5,29.6
10,1,1500,0.258,0.192,0.066,30.1,1.7,0.5,28.4,29.6
12,1,38,0.167,0.15,0.017,29.8,-9.1,0.2,38.9,29.6
1,1,39,0.1784,0.1383,0.0401,31.7,-6.7,2,38.4,29.7
2,1,288,0.098,0.087,0.011,23.4,-12.5,-6.3,35.9,29.7
3,1,409,0.399,0.339,0.06,40.3,16.6,10.6,23.7,29.7
3,2,519,0.109,0.097,0.012,40.3,15.9,10.6,24.4,29.7
4,1,601,0.1027,0.0932,0.0095,28.6,-12.8,-1.1,41.4,29.7
4,1,612,0.1163,0.1065,0.0098,29.5,-15.6,-0.2,45.1,29.7
4,2,671,0.1262,0.0954,0.0308,31.7,-6.5,2,38.2,29.7
11,1,5,0.426,0.353,0.073,30.2,5.1,0.5,25.1,29.7
4,2,716,0.0723,0.0545,0.0178,31.7,12.3,1.9,19.4,29.8
7,1,1086,0.332,0.315,0.017,30.5,5.5,0.7,25,29.8
7,2,1135,0.154,0.136,0.018,37.5,17.2,7.7,20.3,29.8
9,2,1404,0.284,0.229,0.055,38.4,23.4,8.6,15,29.8
11,2,57,0.378,0.313,0.065,37,12.5,7.2,24.5,29.8
12,1,34,0.197,0.172,0.025,29.8,-7.1,-0.09,36.9,29.89
1,1,21,0.151,0.1099,0.0411,33.4,-3.3,3.5,36.7,29.9
1,2,148,0.1097,0.0833,0.0264,35.4,4.3,5.5,31.1,29.9
2,1,256,0.107,0.093,0.014,24,-15.1,-5.9,39.1,29.9
4,2,681,0.1179,0.0847,0.0332,36.9,-2.9,7,39.8,29.9
4,3,781,0.0909,0.0709,0.02,34.5,-0.3,4.6,34.8,29.9
7,2,1146,0.088,0.068,0.02,38.7,24.7,8.8,14,29.9
1,1,32,0.147,0.1268,0.0202,28.4,-9.2,-1.6,37.6,30
1,1,76,0.0718,0.0537,0.0181,29.7,1,-0.3,28.7,30
3,2,507,0.303,0.269,0.034,45.6,21.2,15.6,24.4,30
4,1,563,0.1918,0.1564,0.0354,37.1,9.6,7.1,27.5,30
5,3,1024,0.154,0.09,0.064,35.3,-14.8,5.3,50.1,30
5,3,1046,0.087,0.06,0.027,36.6,-9.6,6.6,46.2,30
8,1,1258,0.103,0.087,0.016,44.9,10.1,14.9,34.8,30
11,2,55,0.385,0.327,0.058,36,12.5,6,23.5,30
12,1,33,0.159,0.141,0.018,29.7,-2.4,-0.3,32.1,30
12,2,53,0.462,0.405,0.057,27.9,-0.9,-2.1,28.8,30
7,1,1110,0.111,0.094,0.017,30,-9.4,-0.04,39.4,30.04
4,1,618,0.0598,0.0489,0.0109,41.7,5.9,11.6,35.8,30.1
4,2,713,0.0734,0.0539,0.0195,31.7,14.8,1.6,16.9,30.1
4,3,799,0.0943,0.0792,0.0151,43.8,8,13.7,35.8,30.1
5,2,996,0.0868,0.0405,0.0463,36.1,11.2,6,24.9,30.1
7,1,1101,0.092,0.083,0.009,37,0.5,6.9,36.5,30.1
8,2,1274,0.364,0.278,0.086,42.7,17.6,12.6,25.1,30.1
10,1,1515,0.141,0.125,0.016,28.8,-1.1,-1.3,29.9,30.1
12,2,84,0.269,0.221,0.048,32.3,-2.3,2.2,34.6,30.1
4,1,590,0.0916,0.0803,0.0113,36.9,-5.1,6.7,42,30.2
4,2,665,0.2044,0.1594,0.045,32.2,-3,2,35.2,30.2
4,2,723,0.09,0.0723,0.0177,48.8,23.5,18.6,25.3,30.2
4,2,733,0.0711,0.0474,0.0237,36.5,14.8,6.3,21.7,30.2
4,3,787,0.0976,0.0751,0.0225,35.4,-6.9,5.2,42.3,30.2
4,3,802,0.0676,0.053,0.0146,41,-2.1,10.8,43.1,30.2
8,1,1230,0.278,0.245,0.033,42.4,7.4,12.2,35,30.2
10,1,1509,0.184,0.15,0.034,30.4,-5.1,0.2,35.5,30.2
10,2,1553,0.229,0.16,0.069,37.7,1.9,7.5,35.8,30.2
11,2,49,0.453,0.363,0.09,39.1,11.8,8.9,27.3,30.2
2,1,279,0.134,0.121,0.013,20.3,-15.9,-10,36.2,30.3
3,2,480,0.391,0.343,0.048,43.1,19.6,12.8,23.5,30.3
3,2,495,0.286,0.259,0.027,45.7,21.7,15.4,24,30.3
4,2,685,0.1191,0.0717,0.0474,30,-12,-0.3,42,30.3
4,2,687,0.096,0.0681,0.0279,29,3.3,-1.3,25.7,30.3
5,2,997,0.0909,0.0551,0.0358,39.7,8.8,9.4,30.9,30.3
10,1,1530,0.097,0.083,0.014,36,3.9,5.7,32.1,30.3
1,2,99,0.1464,0.1228,0.0236,34.1,12.6,3.7,21.5,30.4
2,1,255,0.119,0.108,0.011,28.4,-19.1,-2,47.5,30.4
3,2,498,0.319,0.293,0.026,43.7,16.2,13.3,27.5,30.4
5,2,984,0.0839,0.0566,0.0273,39.8,9.5,9.4,30.3,30.4
7,2,1161,0.078,0.071,0.007,38.5,22.8,8.1,15.7,30.4
9,2,1413,0.155,0.103,0.052,40.7,16.1,10.3,24.6,30.4
11,1,16,0.426,0.364,0.062,29.6,1.7,-0.8,27.9,30.4
1,1,23,0.1137,0.0921,0.0216,29.5,-4.5,-1,34,30.5
1,2,117,0.1511,0.1196,0.0315,30.9,8.9,0.4,22,30.5
3,2,512,0.145,0.131,0.014,39.2,15.9,8.7,23.3,30.5
4,1,638,0.0609,0.0498,0.0111,44,3.2,13.5,40.8,30.5
5,1,843,0.1503,0.0881,0.0622,37.9,-8.3,7.4,46.2,30.5
7,1,1100,0.218,0.204,0.014,29.1,-6.3,-1.4,35.4,30.5
8,1,1238,0.248,0.203,0.045,47.4,6.7,16.9,40.7,30.5
8,1,1242,0.086,0.071,0.015,45.2,5.6,14.7,39.6,30.5
8,2,1304,0.149,0.124,0.025,40,19.5,9.5,20.5,30.5
1,3,187,0.1259,0.0996,0.0263,29.9,-8.1,-0.7,38,30.6
2,1,247,0.494,0.365,0.129,33.6,-0.1,3,33.7,30.6
7,1,1118,0.124,0.105,0.019,28.4,-4.4,-2.2,32.8,30.6
8,2,1267,0.355,0.302,0.053,46.2,24.7,15.6,21.5,30.6
9,2,1400,0.368,0.311,0.057,39.7,18.5,9.1,21.2,30.6
11,1,1,0.433,0.351,0.082,28.5,-1.9,-2.1,30.4,30.6
1,1,66,0.0689,0.0516,0.0173,29.9,1.7,-0.8,28.2,30.7
3,2,497,0.321,0.292,0.029,45,12.2,14.3,32.8,30.7
3,2,527,0.114,0.1,0.014,40.7,14.5,10,26.2,30.7
4,2,672,0.1179,0.0711,0.0468,30.1,-6.6,-0.6,36.7,30.7
5,2,931,0.235,0.134,0.101,34.5,6.8,3.8,27.7,30.7
5,2,992,0.0914,0.0489,0.0425,37.3,1,6.6,36.3,30.7
5,2,994,0.0947,0.056,0.0387,37.2,5.8,6.5,31.4,30.7
10,1,1514,0.148,0.13,0.018,32.9,-3.3,2.2,36.2,30.7
10,1,1520,0.073,0.065,0.008,39,-2.3,8.3,41.3,30.7
10,1,1531,0.064,0.055,0.009,35.3,5.9,4.6,29.4,30.7
1,2,119,0.2229,0.1847,0.0382,31.1,5.2,0.3,25.9,30.8
1,2,134,0.1086,0.0835,0.0251,35.1,13,4.3,22.1,30.8
1,2,139,0.1066,0.0824,0.0242,34.3,6.9,3.5,27.4,30.8
1,2,147,0.1224,0.0841,0.0383,32.6,13.9,1.8,18.7,30.8
3,1,416,0.297,0.239,0.058,40.5,10.7,9.7,29.8,30.8
4,1,586,0.0817,0.0696,0.0121,36.2,-13.3,5.4,49.5,30.8
5,3,1040,0.132,0.074,0.058,32.8,-2.5,2,35.3,30.8
7,1,1114,0.119,0.102,0.017,30.6,-10.4,-0.2,41,30.8
7,2,1137,0.152,0.133,0.019,35.6,16.5,4.8,19.1,30.8
7,2,1157,0.079,0.066,0.013,36.8,17.5,6,19.3,30.8
8,1,1253,0.11,0.091,0.019,43.2,5.6,12.4,37.6,30.8
8,2,1275,0.331,0.271,0.06,43.3,17.8,12.5,25.5,30.8
9,2,1410,0.143,0.099,0.044,41.5,16.3,10.7,25.2,30.8
11,2,87,0.179,0.135,0.044,40.3,17.8,9.5,22.5,30.8
3,1,414,0.362,0.298,0.064,41.1,6.9,10.2,34.2,30.9
3,2,526,0.132,0.117,0.015,42,16.2,11.1,25.8,30.9
4,1,591,0.1097,0.0989,0.0108,32.4,-9.2,1.5,41.6,30.9
4,2,658,0.2287,0.1718,0.0569,32.2,1.2,1.3,31,30.9
5,3,1005,0.378,0.29,0.088,36.9,-3.8,6,40.7,30.9
5,3,1055,0.094,0.06,0.034,34.5,-10.9,3.6,45.4,30.9
7,1,1119,0.129,0.11,0.019,30.3,-5,-0.6,35.3,30.9
7,2,1140,0.152,0.127,0.025,37.1,18.7,6.2,18.4,30.9
12,2,83,0.278,0.246,0.032,31,7.7,0.1,23.3,30.9
1,1,25,0.1383,0.1216,0.0167,29.5,-5,-1.5,34.5,31
1,1,56,0.0745,0.0578,0.0167,26.4,-6.2,-4.6,32.6,31
4,3,801,0.0951,0.0826,0.0125,46,14.5,15,31.5,31
5,1,842,0.1264,0.0805,0.0459,40.8,-8.3,9.8,49.1,31
5,3,1047,0.088,0.058,0.03,35.5,-10.4,4.5,45.9,31
7,1,1099,0.203,0.192,0.011,30.2,-3.9,-0.8,34.1,31
9,1,1387,0.121,0.112,0.009,39.3,-11.9,8.3,51.2,31
10,1,1511,0.191,0.137,0.054,31.5,-3.8,0.5,35.3,31
2,1,298,0.101,0.079,0.022,24.6,-10.5,-6.5,35.1,31.1
3,2,504,0.306,0.271,0.035,43.3,13.6,12.2,29.7,31.1
4,3,803,0.0909,0.0617,0.0292,40.5,7.3,9.4,33.2,31.1
5,1,912,0.0807,0.0491,0.0316,37.3,-17.7,6.2,55,31.1
5,3,1025,0.133,0.08,0.053,37.3,-7.6,6.2,44.9,31.1
8,1,1240,0.082,0.065,0.017,43.3,4.9,12.2,38.4,31.1
8,2,1293,0.189,0.151,0.038,42.6,25.4,11.5,17.2,31.1
6,3,13,0.201,0.163,0.038,44.7,8.5,13.6,36.2,31.1
12,1,50,0.177,0.155,0.022,26.9,-8.7,-4.2,35.6,31.1
2,1,295,0.094,0.082,0.012,20.5,-16.8,-10.7,37.3,31.2
2,2,332,0.148,0.124,0.024,27.7,7.7,-3.5,20,31.2
3,2,515,0.112,0.1,0.012,42.9,19.3,11.7,23.6,31.2
4,1,596,0.0789,0.0681,0.0108,29.6,-5.3,-1.6,34.9,31.2
5,2,983,0.0827,0.0544,0.0283,39.3,15.9,8.1,23.4,31.2
8,2,1282,0.203,0.144,0.059,43.1,25.5,11.9,17.6,31.2
9,2,1414,0.151,0.107,0.044,45.1,14.4,13.9,30.7,31.2
10,1,1516,0.159,0.138,0.021,28.9,-11.6,-2.3,40.5,31.2
